Productos;CAcopios;Clientes;Tiempo;CostoTransAcopioClie
Queso blando;Pivijay;Bucaramanga;2;883,75
Queso blando;Pivijay;Bucaramanga;3;883,75
Queso blando;Pivijay;Bucaramanga;4;883,75
Queso blando;Pivijay;Bucaramanga;5;883,75
Queso blando;Pivijay;Bucaramanga;6;883,75
Queso blando;Pivijay;Bucaramanga;7;883,75
Queso blando;Pivijay;Bucaramanga;8;883,75
Queso blando;Pivijay;Bucaramanga;9;883,75
Queso blando;Pivijay;Bucaramanga;10;883,75
Queso blando;Pivijay;Bucaramanga;11;883,75
Queso blando;Pivijay;Bucaramanga;12;883,75
Queso blando;Pivijay;Cartagena;1;798
Queso blando;Pivijay;Cartagena;2;798
Queso blando;Pivijay;Cartagena;3;798
Queso blando;Pivijay;Cartagena;4;798
Queso blando;Pivijay;Cartagena;5;798
Queso blando;Pivijay;Cartagena;6;798
Queso blando;Pivijay;Cartagena;7;798
Queso blando;Pivijay;Cartagena;8;798
Queso blando;Pivijay;Cartagena;9;798
Queso blando;Pivijay;Cartagena;10;798
Queso blando;Pivijay;Cartagena;11;798
Queso blando;Pivijay;Cartagena;12;798
Queso blando;Pivijay;Cali;1;554,75
Queso blando;Pivijay;Cali;2;554,75
Queso blando;Pivijay;Cali;3;554,75
Queso blando;Pivijay;Cali;4;554,75
Queso blando;Pivijay;Cali;5;554,75
Queso blando;Pivijay;Cali;6;554,75
Queso blando;Pivijay;Cali;7;554,75
Queso blando;Pivijay;Cali;8;554,75
Queso blando;Pivijay;Cali;9;554,75
Queso blando;Pivijay;Cali;10;554,75
Queso blando;Pivijay;Cali;11;554,75
Queso blando;Pivijay;Cali;12;554,75
Queso blando;Pivijay;Cúcuta;1;358,75
Queso blando;Pivijay;Cúcuta;2;358,75
Queso blando;Pivijay;Cúcuta;3;358,75
Queso blando;Pivijay;Cúcuta;4;358,75
Queso blando;Pivijay;Cúcuta;5;358,75
Queso blando;Pivijay;Cúcuta;6;358,75
Queso blando;Pivijay;Cúcuta;7;358,75
Queso blando;Pivijay;Cúcuta;8;358,75
Queso blando;Pivijay;Cúcuta;9;358,75
Queso blando;Pivijay;Cúcuta;10;358,75
Queso blando;Pivijay;Cúcuta;11;358,75
Queso blando;Pivijay;Cúcuta;12;358,75
Queso blando;Pivijay;Medellín;1;568,75
Queso blando;Pivijay;Medellín;2;568,75
Queso blando;Pivijay;Medellín;3;568,75
Queso blando;Pivijay;Medellín;4;568,75
Queso blando;Pivijay;Medellín;5;568,75
Queso blando;Pivijay;Medellín;6;568,75
Queso blando;Pivijay;Medellín;7;568,75
Queso blando;Pivijay;Medellín;8;568,75
Queso blando;Pivijay;Medellín;9;568,75
Queso blando;Pivijay;Medellín;10;568,75
Queso blando;Pivijay;Medellín;11;568,75
Queso blando;Pivijay;Medellín;12;568,75
Queso blando;Pivijay;Valledupar;1;1764
Queso blando;Pivijay;Valledupar;2;1764
Queso blando;Pivijay;Valledupar;3;1764
Queso blando;Pivijay;Valledupar;4;1764
Queso blando;Pivijay;Valledupar;5;1764
Queso blando;Pivijay;Valledupar;6;1764
Queso blando;Pivijay;Valledupar;7;1764
Queso blando;Pivijay;Valledupar;8;1764
Queso blando;Pivijay;Valledupar;9;1764
Queso blando;Pivijay;Valledupar;10;1764
Queso blando;Pivijay;Valledupar;11;1764
Queso blando;Pivijay;Valledupar;12;1764
Queso blando;Nueva granada;Santa Marta;1;2070,25
Queso blando;Nueva granada;Santa Marta;2;2070,25
Queso blando;Nueva granada;Santa Marta;3;2070,25
Queso blando;Nueva granada;Santa Marta;4;2070,25
Queso blando;Nueva granada;Santa Marta;5;2070,25
Queso blando;Nueva granada;Santa Marta;6;2070,25
Queso blando;Nueva granada;Santa Marta;7;2070,25
Queso blando;Nueva granada;Santa Marta;8;2070,25
Queso blando;Nueva granada;Santa Marta;9;2070,25
Queso blando;Nueva granada;Santa Marta;10;2070,25
Queso blando;Nueva granada;Santa Marta;11;2070,25
Queso blando;Nueva granada;Santa Marta;12;2070,25
Queso blando;Nueva granada;Riohacha;1;1984,5
Queso blando;Nueva granada;Riohacha;2;1984,5
Queso blando;Nueva granada;Riohacha;3;1984,5
Queso blando;Nueva granada;Riohacha;4;1984,5
Queso blando;Nueva granada;Riohacha;5;1984,5
Queso blando;Nueva granada;Riohacha;6;1984,5
Queso blando;Nueva granada;Riohacha;7;1984,5
Queso blando;Nueva granada;Riohacha;8;1984,5
Queso blando;Nueva granada;Riohacha;9;1984,5
Queso blando;Nueva granada;Riohacha;10;1984,5
Queso blando;Nueva granada;Riohacha;11;1984,5
Queso blando;Nueva granada;Riohacha;12;1984,5
Queso blando;Nueva granada;Monteria;1;735
Queso blando;Nueva granada;Monteria;2;735
Queso blando;Nueva granada;Monteria;3;735
Queso blando;Nueva granada;Monteria;4;735
Queso blando;Nueva granada;Monteria;5;735
Queso blando;Nueva granada;Monteria;6;735
Queso blando;Nueva granada;Monteria;7;735
Queso blando;Nueva granada;Monteria;8;735
Queso blando;Nueva granada;Monteria;9;735
Queso blando;Nueva granada;Monteria;10;735
Queso blando;Nueva granada;Monteria;11;735
Queso blando;Nueva granada;Monteria;12;735
Queso blando;Nueva granada;Barranquilla;1;1041,25
Queso blando;Nueva granada;Barranquilla;2;1041,25
Queso blando;Nueva granada;Barranquilla;3;1041,25
Queso blando;Nueva granada;Barranquilla;4;1041,25
Queso blando;Nueva granada;Barranquilla;5;1041,25
Queso blando;Nueva granada;Barranquilla;6;1041,25
Queso blando;Nueva granada;Barranquilla;7;1041,25
Queso blando;Nueva granada;Barranquilla;8;1041,25
Queso blando;Nueva granada;Barranquilla;9;1041,25
Queso blando;Nueva granada;Barranquilla;10;1041,25
Queso blando;Nueva granada;Barranquilla;11;1041,25
Queso blando;Nueva granada;Barranquilla;12;1041,25
Queso blando;Nueva granada;Bogotá;1;955,5
Queso blando;Nueva granada;Bogotá;2;955,5
Queso blando;Nueva granada;Bogotá;3;955,5
Queso blando;Nueva granada;Bogotá;4;955,5
Queso blando;Nueva granada;Bogotá;5;955,5
Queso blando;Nueva granada;Bogotá;6;955,5
Queso blando;Nueva granada;Bogotá;7;955,5
Queso blando;Nueva granada;Bogotá;8;955,5
Queso blando;Nueva granada;Bogotá;9;955,5
Queso blando;Nueva granada;Bogotá;10;955,5
Queso blando;Nueva granada;Bogotá;11;955,5
Queso blando;Nueva granada;Bogotá;12;955,5
Queso blando;Nueva granada;Bucaramanga;1;1081,5
Queso blando;Nueva granada;Bucaramanga;2;1081,5
Queso blando;Nueva granada;Bucaramanga;3;1081,5
Queso blando;Nueva granada;Bucaramanga;4;1081,5
Queso blando;Nueva granada;Bucaramanga;5;1081,5
Queso blando;Nueva granada;Bucaramanga;6;1081,5
Queso blando;Nueva granada;Bucaramanga;7;1081,5
Queso blando;Nueva granada;Bucaramanga;8;1081,5
Queso blando;Nueva granada;Bucaramanga;9;1081,5
Queso blando;Nueva granada;Bucaramanga;10;1081,5
Queso blando;Nueva granada;Bucaramanga;11;1081,5
Queso blando;Nueva granada;Bucaramanga;12;1081,5
Queso blando;Nueva granada;Cartagena;1;1387,75
Queso blando;Nueva granada;Cartagena;2;1387,75
Queso blando;Nueva granada;Cartagena;3;1387,75
Queso blando;Nueva granada;Cartagena;4;1387,75
Queso blando;Nueva granada;Cartagena;5;1387,75
Queso blando;Nueva granada;Cartagena;6;1387,75
Queso blando;Nueva granada;Cartagena;7;1387,75
Queso blando;Nueva granada;Cartagena;8;1387,75
Queso blando;Nueva granada;Cartagena;9;1387,75
Queso blando;Nueva granada;Cartagena;10;1387,75
Queso blando;Nueva granada;Cartagena;11;1387,75
Queso blando;Nueva granada;Cartagena;12;1387,75
Queso blando;Nueva granada;Cali;1;1302
Queso blando;Nueva granada;Cali;2;1302
Queso blando;Nueva granada;Cali;3;1302
Queso blando;Nueva granada;Cali;4;1302
Queso blando;Nueva granada;Cali;5;1302
Queso blando;Nueva granada;Cali;6;1302
Queso blando;Nueva granada;Cali;7;1302
Queso blando;Nueva granada;Cali;8;1302
Queso blando;Nueva granada;Cali;9;1302
Queso blando;Nueva granada;Cali;10;1302
Queso blando;Nueva granada;Cali;11;1302
Queso blando;Nueva granada;Cali;12;1302
Queso blando;Nueva granada;Cúcuta;1;364
Queso blando;Nueva granada;Cúcuta;2;364
Queso blando;Nueva granada;Cúcuta;3;364
Queso blando;Nueva granada;Cúcuta;4;364
Queso blando;Nueva granada;Cúcuta;5;364
Queso blando;Nueva granada;Cúcuta;6;364
Queso blando;Nueva granada;Cúcuta;7;364
Queso blando;Nueva granada;Cúcuta;8;364
Queso blando;Nueva granada;Cúcuta;9;364
Queso blando;Nueva granada;Cúcuta;10;364
Queso blando;Nueva granada;Cúcuta;11;364
Queso blando;Nueva granada;Cúcuta;12;364
Queso blando;Nueva granada;Medellín;1;495,25
Queso blando;Nueva granada;Medellín;2;495,25
Queso blando;Nueva granada;Medellín;3;495,25
Queso blando;Nueva granada;Medellín;4;495,25
Queso blando;Nueva granada;Medellín;5;495,25
Queso blando;Nueva granada;Medellín;6;495,25
Queso blando;Nueva granada;Medellín;7;495,25
Queso blando;Nueva granada;Medellín;8;495,25
Queso blando;Nueva granada;Medellín;9;495,25
Queso blando;Nueva granada;Medellín;10;495,25
Queso blando;Nueva granada;Medellín;11;495,25
Queso blando;Nueva granada;Medellín;12;495,25
Queso blando;Nueva granada;Valledupar;1;386,75
Queso blando;Nueva granada;Valledupar;2;386,75
Queso blando;Nueva granada;Valledupar;3;386,75
Queso blando;Nueva granada;Valledupar;4;386,75
Queso blando;Nueva granada;Valledupar;5;386,75
Queso blando;Nueva granada;Valledupar;6;386,75
Queso blando;Nueva granada;Valledupar;7;386,75
Queso blando;Nueva granada;Valledupar;8;386,75
Queso blando;Nueva granada;Valledupar;9;386,75
Queso blando;Nueva granada;Valledupar;10;386,75
Queso blando;Nueva granada;Valledupar;11;386,75
Queso blando;Nueva granada;Valledupar;12;386,75
