Productos,CAcopios,Clientes,Tiempo,AC
Queso blando,Chinu,Bucaramanga,3,0.0
Queso blando,Chinu,Bucaramanga,4,0.0
Queso blando,Chinu,Bucaramanga,5,0.0
Queso blando,Chinu,Bucaramanga,6,0.0
Queso blando,Chinu,Bucaramanga,7,0.0
Queso blando,Chinu,Bucaramanga,8,0.0
Queso blando,Chinu,Bucaramanga,9,0.0
Queso blando,Chinu,Bucaramanga,10,0.0
Queso blando,Chinu,Bucaramanga,11,0.0
Queso blando,Chinu,Bucaramanga,12,0.0
Queso blando,Chinu,Cartagena,1,0.0
Queso blando,Chinu,Cartagena,2,0.0
Queso blando,Chinu,Cartagena,3,0.0
Queso blando,Chinu,Cartagena,4,0.0
Queso blando,Chinu,Cartagena,5,0.0
Queso blando,Chinu,Cartagena,6,0.0
Queso blando,Chinu,Cartagena,7,0.0
Queso blando,Chinu,Cartagena,8,0.0
Queso blando,Chinu,Cartagena,9,0.0
Queso blando,Chinu,Cartagena,10,0.0
Queso blando,Chinu,Cartagena,11,0.0
Queso blando,Chinu,Cartagena,12,0.0
Queso blando,Chinu,Cali,1,0.0
Queso blando,Chinu,Cali,2,0.0
Queso blando,Chinu,Cali,3,0.0
Queso blando,Chinu,Cali,4,0.0
Queso blando,Chinu,Cali,5,0.0
Queso blando,Chinu,Cali,6,0.0
Queso blando,Chinu,Cali,7,0.0
Queso blando,Chinu,Cali,8,0.0
Queso blando,Chinu,Cali,9,0.0
Queso blando,Chinu,Cali,10,0.0
Queso blando,Chinu,Cali,11,0.0
Queso blando,Chinu,Cali,12,0.0
Queso blando,Chinu,Cúcuta,1,0.0
Queso blando,Chinu,Cúcuta,2,0.0
Queso blando,Chinu,Cúcuta,3,0.0
Queso blando,Chinu,Cúcuta,4,0.0
Queso blando,Chinu,Cúcuta,5,0.0
Queso blando,Chinu,Cúcuta,6,0.0
Queso blando,Chinu,Cúcuta,7,0.0
Queso blando,Chinu,Cúcuta,8,0.0
Queso blando,Chinu,Cúcuta,9,0.0
Queso blando,Chinu,Cúcuta,10,0.0
Queso blando,Chinu,Cúcuta,11,0.0
Queso blando,Chinu,Cúcuta,12,0.0
Queso blando,Chinu,Medellín,1,0.0
Queso blando,Chinu,Medellín,2,0.0
Queso blando,Chinu,Medellín,3,0.0
Queso blando,Chinu,Medellín,4,0.0
Queso blando,Chinu,Medellín,5,0.0
Queso blando,Chinu,Medellín,6,0.0
Queso blando,Chinu,Medellín,7,0.0
Queso blando,Chinu,Medellín,8,0.0
Queso blando,Chinu,Medellín,9,0.0
Queso blando,Chinu,Medellín,10,0.0
Queso blando,Chinu,Medellín,11,0.0
Queso blando,Chinu,Medellín,12,0.0
Queso blando,Chinu,Valledupar,1,0.0
Queso blando,Chinu,Valledupar,2,0.0
Queso blando,Chinu,Valledupar,3,0.0
Queso blando,Chinu,Valledupar,4,0.0
Queso blando,Chinu,Valledupar,5,0.0
Queso blando,Chinu,Valledupar,6,0.0
Queso blando,Chinu,Valledupar,7,0.0
Queso blando,Chinu,Valledupar,8,0.0
Queso blando,Chinu,Valledupar,9,0.0
Queso blando,Chinu,Valledupar,10,0.0
Queso blando,Chinu,Valledupar,11,0.0
Queso blando,Chinu,Valledupar,12,0.0
Queso blando,Planeta rica,Santa Marta,1,0.0
Queso blando,Planeta rica,Santa Marta,2,0.0
Queso blando,Planeta rica,Santa Marta,3,0.0
Queso blando,Planeta rica,Santa Marta,4,0.0
Queso blando,Planeta rica,Santa Marta,5,0.0
Queso blando,Planeta rica,Santa Marta,6,0.0
Queso blando,Planeta rica,Santa Marta,7,0.0
Queso blando,Planeta rica,Santa Marta,8,0.0
Queso blando,Planeta rica,Santa Marta,9,0.0
Queso blando,Planeta rica,Santa Marta,10,0.0
Queso blando,Planeta rica,Santa Marta,11,0.0
Queso blando,Planeta rica,Santa Marta,12,0.0
Queso blando,Planeta rica,Riohacha,1,0.0
Queso blando,Planeta rica,Riohacha,2,0.0
Queso blando,Planeta rica,Riohacha,3,0.0
Queso blando,Planeta rica,Riohacha,4,0.0
Queso blando,Planeta rica,Riohacha,5,0.0
Queso blando,Planeta rica,Riohacha,6,0.0
Queso blando,Planeta rica,Riohacha,7,0.0
Queso blando,Planeta rica,Riohacha,8,0.0
Queso blando,Planeta rica,Riohacha,9,0.0
Queso blando,Planeta rica,Riohacha,10,0.0
Queso blando,Planeta rica,Riohacha,11,0.0
Queso blando,Planeta rica,Riohacha,12,0.0
Queso blando,Planeta rica,Monteria,1,0.0
Queso blando,Planeta rica,Monteria,2,0.0
Queso blando,Planeta rica,Monteria,3,0.0
Queso blando,Planeta rica,Monteria,4,36020.0
Queso blando,Planeta rica,Monteria,5,38555.0
Queso blando,Planeta rica,Monteria,6,38126.0
Queso blando,Planeta rica,Monteria,7,36463.0
Queso blando,Planeta rica,Monteria,8,38720.0
Queso blando,Planeta rica,Monteria,9,38929.0
Queso blando,Planeta rica,Monteria,10,0.0
Queso blando,Planeta rica,Monteria,11,0.0
Queso blando,Planeta rica,Monteria,12,41228.0
Queso blando,Planeta rica,Barranquilla,1,0.0
Queso blando,Planeta rica,Barranquilla,2,0.0
Queso blando,Planeta rica,Barranquilla,3,0.0
Queso blando,Planeta rica,Barranquilla,4,0.0
Queso blando,Planeta rica,Barranquilla,5,0.0
Queso blando,Planeta rica,Barranquilla,6,0.0
Queso blando,Planeta rica,Barranquilla,7,0.0
Queso blando,Planeta rica,Barranquilla,8,0.0
Queso blando,Planeta rica,Barranquilla,9,0.0
Queso blando,Planeta rica,Barranquilla,10,0.0
Queso blando,Planeta rica,Barranquilla,11,0.0
Queso blando,Planeta rica,Barranquilla,12,0.0
Queso blando,Planeta rica,Bogotá,1,0.0
Queso blando,Planeta rica,Bogotá,2,0.0
Queso blando,Planeta rica,Bogotá,3,0.0
Queso blando,Planeta rica,Bogotá,4,0.0
Queso blando,Planeta rica,Bogotá,5,0.0
Queso blando,Planeta rica,Bogotá,6,0.0
Queso blando,Planeta rica,Bogotá,7,0.0
Queso blando,Planeta rica,Bogotá,8,0.0
Queso blando,Planeta rica,Bogotá,9,0.0
Queso blando,Planeta rica,Bogotá,10,0.0
Queso blando,Planeta rica,Bogotá,11,0.0
Queso blando,Planeta rica,Bogotá,12,0.0
Queso blando,Planeta rica,Bucaramanga,1,0.0
Queso blando,Planeta rica,Bucaramanga,2,0.0
Queso blando,Planeta rica,Bucaramanga,3,0.0
Queso blando,Planeta rica,Bucaramanga,4,0.0
Queso blando,Planeta rica,Bucaramanga,5,0.0
Queso blando,Planeta rica,Bucaramanga,6,0.0
Queso blando,Planeta rica,Bucaramanga,7,0.0
Queso blando,Planeta rica,Bucaramanga,8,0.0
Queso blando,Planeta rica,Bucaramanga,9,0.0
Queso blando,Planeta rica,Bucaramanga,10,0.0
Queso blando,Planeta rica,Bucaramanga,11,0.0
Queso blando,Planeta rica,Bucaramanga,12,0.0
Queso blando,Planeta rica,Cartagena,1,0.0
Queso blando,Planeta rica,Cartagena,2,0.0
Queso blando,Planeta rica,Cartagena,3,0.0
Queso blando,Planeta rica,Cartagena,4,0.0
Queso blando,Planeta rica,Cartagena,5,0.0
Queso blando,Planeta rica,Cartagena,6,0.0
Queso blando,Planeta rica,Cartagena,7,0.0
Queso blando,Planeta rica,Cartagena,8,0.0
Queso blando,Planeta rica,Cartagena,9,0.0
Queso blando,Planeta rica,Cartagena,10,0.0
Queso blando,Planeta rica,Cartagena,11,0.0
Queso blando,Planeta rica,Cartagena,12,0.0
Queso blando,Planeta rica,Cali,1,0.0
Queso blando,Planeta rica,Cali,2,0.0
Queso blando,Planeta rica,Cali,3,0.0
Queso blando,Planeta rica,Cali,4,0.0
Queso blando,Planeta rica,Cali,5,0.0
Queso blando,Planeta rica,Cali,6,0.0
Queso blando,Planeta rica,Cali,7,0.0
Queso blando,Planeta rica,Cali,8,0.0
Queso blando,Planeta rica,Cali,9,0.0
Queso blando,Planeta rica,Cali,10,0.0
Queso blando,Planeta rica,Cali,11,0.0
Queso blando,Planeta rica,Cali,12,0.0
Queso blando,Planeta rica,Cúcuta,1,0.0
Queso blando,Planeta rica,Cúcuta,2,0.0
Queso blando,Planeta rica,Cúcuta,3,0.0
Queso blando,Planeta rica,Cúcuta,4,0.0
Queso blando,Planeta rica,Cúcuta,5,0.0
Queso blando,Planeta rica,Cúcuta,6,0.0
Queso blando,Planeta rica,Cúcuta,7,0.0
Queso blando,Planeta rica,Cúcuta,8,0.0
Queso blando,Planeta rica,Cúcuta,9,0.0
Queso blando,Planeta rica,Cúcuta,10,0.0
Queso blando,Planeta rica,Cúcuta,11,0.0
Queso blando,Planeta rica,Cúcuta,12,0.0
Queso blando,Planeta rica,Medellín,1,0.0
Queso blando,Planeta rica,Medellín,2,0.0
Queso blando,Planeta rica,Medellín,3,0.0
Queso blando,Planeta rica,Medellín,4,0.0
Queso blando,Planeta rica,Medellín,5,0.0
Queso blando,Planeta rica,Medellín,6,0.0
Queso blando,Planeta rica,Medellín,7,0.0
Queso blando,Planeta rica,Medellín,8,0.0
Queso blando,Planeta rica,Medellín,9,0.0
Queso blando,Planeta rica,Medellín,10,0.0
Queso blando,Planeta rica,Medellín,11,0.0
Queso blando,Planeta rica,Medellín,12,0.0
Queso blando,Planeta rica,Valledupar,1,0.0
Queso blando,Planeta rica,Valledupar,2,0.0
Queso blando,Planeta rica,Valledupar,3,0.0
Queso blando,Planeta rica,Valledupar,4,0.0
Queso blando,Planeta rica,Valledupar,5,0.0
Queso blando,Planeta rica,Valledupar,6,0.0
Queso blando,Planeta rica,Valledupar,7,0.0
Queso blando,Planeta rica,Valledupar,8,0.0
Queso blando,Planeta rica,Valledupar,9,0.0
Queso blando,Planeta rica,Valledupar,10,0.0
Queso blando,Planeta rica,Valledupar,11,0.0
Queso blando,Planeta rica,Valledupar,12,0.0
